100.000000;0.001000;1007.887371;1.638608
100.000000;0.010000;1008.008787;1.713505
100.000000;0.100000;1007.853209;1.593389
100.000000;1.000000;1007.846657;1.364368
100.000000;2.000000;1007.424417;1.679088
100.000000;4.000000;1007.386387;1.504627
100.000000;8.000000;1008.059989;1.556730
100.000000;15.000000;1007.958567;1.696143
100.000000;30.000000;1008.235884;1.829167
200.000000;0.001000;1008.282403;2.359196
200.000000;0.010000;1008.345110;2.358629
200.000000;0.100000;1008.346567;2.366911
200.000000;1.000000;1008.697189;2.447768
200.000000;2.000000;1009.142065;2.427495
200.000000;4.000000;1008.737147;2.516551
200.000000;8.000000;1008.899331;2.609382
200.000000;15.000000;1008.557758;3.198127
200.000000;30.000000;1008.642134;3.205601
400.000000;0.001000;1008.247767;4.169292
400.000000;0.010000;1008.264107;4.237384
400.000000;0.100000;1008.379082;4.179070
400.000000;1.000000;1008.523959;4.419503
400.000000;2.000000;1008.717196;4.395184
400.000000;4.000000;1009.026474;4.575387
400.000000;8.000000;1008.532074;4.712417
400.000000;15.000000;1008.688853;5.309926
400.000000;30.000000;1009.688088;6.144995
640.000000;0.001000;1008.222632;6.221784
640.000000;0.100000;1008.311760;6.309880
640.000000;1.000000;1008.663213;6.289816
640.000000;4.000000;1008.865472;6.799779
640.000000;8.000000;1008.603266;7.235985
640.000000;15.000000;1009.480015;8.105540
640.000000;30.000000;1009.983894;9.559096
800.000000;0.001000;1007.901676;2.665961
800.000000;0.010000;1007.878367;2.561427
800.000000;0.100000;1008.119655;2.690713
800.000000;1.000000;1008.127774;3.081669
800.000000;2.000000;1007.673595;3.397950
800.000000;4.000000;1008.345591;4.036288
800.000000;8.000000;1007.879445;4.913138
800.000000;15.000000;1009.561875;7.345817
800.000000;30.000000;1010.014858;11.919292
1600.000000;0.001000;1008.088674;4.539005
1600.000000;0.010000;1008.211602;4.709997
1600.000000;0.100000;1008.608763;4.802633
1600.000000;1.000000;1008.550805;5.714992
1600.000000;2.000000;1008.901341;6.496704
1600.000000;4.000000;1008.796129;7.705873
1600.000000;8.000000;1009.891527;9.711685
1600.000000;15.000000;1011.388099;14.641444
1600.000000;30.000000;1013.084486;19.205016
3200.000000;0.001000;1007.772330;8.188223
3200.000000;1.000000;1007.934806;10.654484
3200.000000;4.000000;1009.528716;16.482846
3200.000000;15.000000;1012.569279;28.639928
6400.000000;0.001000;1007.753807;15.276076
6400.000000;0.010000;1008.496070;15.352243
6400.000000;1.000000;1008.854540;18.789497
6400.000000;2.000000;1010.654436;22.740805
6400.000000;4.000000;1011.028332;28.494904
6400.000000;8.000000;1012.959388;36.424183
6400.000000;15.000000;1018.735391;53.704363
12800.000000;0.001000;1007.545855;28.654956
12800.000000;1.000000;1009.957448;38.623022
12800.000000;4.000000;1013.722902;62.174842
12800.000000;15.000000;1028.856737;108.084867
25600.000000;0.001000;1007.479838;48.017838
25600.000000;0.010000;1009.597397;49.248871
25600.000000;1.000000;1015.068642;70.297789
25600.000000;2.000000;1016.228103;86.377847
25600.000000;4.000000;1019.948373;110.568836
25600.000000;8.000000;1028.127116;143.047993
25600.000000;15.000000;1049.409912;216.370954
